time	I(L1)
2.377925430953265e-03	-1.127498e+01
2.383193793205862e-03	-1.068459e+01
2.390039272295799e-03	-6.048380e+00
2.397809567732534e-03	-8.278092e-01
2.400120000000000e-03	4.742216e-01
2.400143000000000e-03	4.865320e-01
2.400189000000000e-03	5.125246e-01
2.400281000000000e-03	5.731735e-01
2.400350000000000e-03	6.268691e-01
2.400352000000000e-03	6.286690e-01
2.400356000000000e-03	6.325985e-01
2.400364000000000e-03	6.418640e-01
2.400370000000000e-03	6.500623e-01
2.400370600000000e-03	6.509377e-01
2.400371800000000e-03	6.526895e-01
2.400374200000000e-03	6.561997e-01
2.400379000000000e-03	6.632342e-01
2.400388600000000e-03	6.773799e-01
2.400407799999999e-03	7.060236e-01
2.400446199999998e-03	7.646856e-01
2.400522999999997e-03	8.872303e-01
2.400620000000000e-03	1.052026e+00
2.400629700000000e-03	1.069061e+00
2.400649100000001e-03	1.102978e+00
2.400687900000002e-03	1.170607e+00
2.400765500000005e-03	1.305196e+00
2.400920700000010e-03	1.570868e+00
2.401231100000020e-03	2.087525e+00
2.401851900000040e-03	3.061712e+00
2.403093500000080e-03	4.776884e+00
2.405576700000161e-03	7.333160e+00
2.410543100000322e-03	9.631923e+00
2.416066716099382e-03	9.171871e+00
2.423051559561310e-03	6.374778e+00
2.431842742693229e-03	2.120281e+00
2.433420000000000e-03	1.342726e+00
2.433450000000000e-03	1.327920e+00
2.433510000000000e-03	1.295422e+00
2.433630000000000e-03	1.214724e+00
2.433720000000000e-03	1.139850e+00
2.433722000000000e-03	1.137926e+00
2.433726000000000e-03	1.133806e+00
2.433734000000000e-03	1.124116e+00
2.433740000000000e-03	1.112307e+00
2.433740600000000e-03	1.110929e+00
2.433741800000000e-03	1.108170e+00
2.433744199999999e-03	1.102645e+00
2.433748999999999e-03	1.091595e+00
2.433758599999999e-03	1.069512e+00
2.433777799999999e-03	1.025450e+00
2.433816199999998e-03	9.377621e-01
2.433892999999996e-03	7.635660e-01
2.433920000000000e-03	7.026924e-01
2.433922700000000e-03	6.966180e-01
2.433928100000001e-03	6.844769e-01
2.433938900000003e-03	6.602023e-01
2.433960500000006e-03	6.116838e-01
2.434003700000011e-03	5.148424e-01
2.434090100000022e-03	3.221818e-01
2.434262900000045e-03	-5.810593e-02
2.434608500000091e-03	-7.975385e-01
2.435299700000183e-03	-2.190187e+00
2.436682100000365e-03	-4.629728e+00
2.439446900000731e-03	-8.195185e+00
2.444512589399957e-03	-9.963871e+00
2.449363686175782e-03	-8.720116e+00
2.455854722519351e-03	-5.609592e+00
2.464280827201103e-03	-1.631060e+00
2.466790000000000e-03	-5.857608e-01
2.466813000000000e-03	-5.764878e-01
2.466859000000000e-03	-5.565765e-01
2.466951000000000e-03	-5.079448e-01
2.467020000000000e-03	-4.631113e-01
2.467022000000000e-03	-4.615662e-01
2.467026000000000e-03	-4.581462e-01
2.467034000000000e-03	-4.498981e-01
2.467040000000000e-03	-4.424467e-01
2.467040600000000e-03	-4.411213e-01
2.467041800000000e-03	-4.384670e-01
2.467044199999999e-03	-4.331495e-01
2.467048999999999e-03	-4.225066e-01
2.467058599999999e-03	-4.012277e-01
2.467077799999999e-03	-3.587340e-01
2.467116199999998e-03	-2.740466e-01
2.467192999999996e-03	-1.059346e-01
2.467290000000000e-03	1.039286e-01
2.467299700000000e-03	1.247435e-01
2.467319100000001e-03	1.600659e-01
2.467357900000002e-03	2.254946e-01
2.467435500000005e-03	3.517950e-01
2.467590700000011e-03	5.985463e-01
2.467901100000022e-03	1.077021e+00
2.468521900000045e-03	1.980651e+00
2.469763500000091e-03	3.582246e+00
2.472246700000183e-03	6.011418e+00
2.477213100000367e-03	8.342536e+00
2.482643671624802e-03	8.191359e+00
2.489465398707543e-03	5.964489e+00
2.498019987433991e-03	2.350101e+00
2.500090000000000e-03	1.447141e+00
2.500120000000000e-03	1.433994e+00
2.500180000000000e-03	1.404812e+00
2.500300000000000e-03	1.330702e+00
2.500390000000000e-03	1.260729e+00
2.500392000000000e-03	1.258914e+00
2.500396000000000e-03	1.255011e+00
2.500404000000000e-03	1.245755e+00
2.500410000000000e-03	1.234271e+00
2.500410600000000e-03	1.232925e+00
2.500411800000000e-03	1.230231e+00
2.500414200000000e-03	1.224836e+00
2.500419000000000e-03	1.214044e+00
2.500428600000000e-03	1.192470e+00
2.500447799999999e-03	1.149392e+00
2.500486199999998e-03	1.063549e+00
2.500562999999997e-03	8.931646e-01
2.500590000000000e-03	8.336909e-01
2.500592700000001e-03	8.277586e-01
2.500598100000001e-03	8.159038e-01
2.500608900000002e-03	7.922070e-01
2.500630500000005e-03	7.448519e-01
2.500673700000010e-03	6.503422e-01
2.500760100000020e-03	4.623308e-01
2.500932900000040e-03	9.114945e-02
2.501278500000080e-03	-6.308291e-01
2.501969700000160e-03	-1.990796e+00
2.503352100000321e-03	-4.372833e+00
2.506116900000642e-03	-7.851020e+00
2.510849898902844e-03	-1.052492e+01
2.515975791001203e-03	-1.014650e+01
2.522540205253889e-03	-5.930151e+00
2.530078772520040e-03	-1.036908e+00
2.533460000000000e-03	7.086367e-01
2.533483000000000e-03	7.074053e-01
2.533529000000000e-03	7.048481e-01
2.533621000000000e-03	7.008018e-01
2.533690000000000e-03	6.994324e-01
2.533692000000000e-03	6.994249e-01
2.533696000000000e-03	6.994494e-01
2.533704000000000e-03	7.053782e-01
2.533710000000000e-03	7.126540e-01
2.533710600000000e-03	7.135026e-01
2.533711800000000e-03	7.152010e-01
2.533714200000000e-03	7.186041e-01
2.533719000000000e-03	7.254262e-01
2.533728600000000e-03	7.391495e-01
2.533747799999999e-03	7.669477e-01
2.533786199999998e-03	8.239104e-01
2.533862999999997e-03	9.431768e-01
2.533960000000000e-03	1.103890e+00
2.533969700000000e-03	1.120505e+00
2.534321671428583e-03	1.710645e+00
2.534673642857166e-03	2.276063e+00
2.535025614285749e-03	2.816759e+00
2.535377585714332e-03	3.332733e+00
2.535729557142915e-03	3.823985e+00
2.536081528571497e-03	4.290514e+00
2.536433500000080e-03	4.732321e+00
2.538916700000161e-03	7.209119e+00
2.543883100000323e-03	9.388805e+00
2.549311001304376e-03	8.869044e+00
2.556270449887268e-03	6.070946e+00
2.564974160289815e-03	1.919667e+00
2.566760000000000e-03	1.068897e+00
2.566790000000000e-03	1.054633e+00
2.566850000000000e-03	1.023211e+00
2.566970000000000e-03	9.446629e-01
2.567060000000000e-03	8.714066e-01
2.567062000000000e-03	8.695190e-01
2.567066000000000e-03	8.654706e-01
2.567074000000000e-03	8.559250e-01
2.567080000000000e-03	8.442250e-01
2.567080600000000e-03	8.428578e-01
2.567081800000000e-03	8.401206e-01
2.567084199999999e-03	8.346395e-01
2.567088999999999e-03	8.236742e-01
2.567098599999999e-03	8.017538e-01
2.567117799999999e-03	7.579797e-01
2.567156199999998e-03	6.707331e-01
2.567232999999996e-03	4.975019e-01
2.567260000000000e-03	4.370148e-01
2.567262700000001e-03	4.309808e-01
2.567268100000001e-03	4.189239e-01
2.567278900000003e-03	3.948382e-01
2.567300500000006e-03	3.467727e-01
2.567343700000011e-03	2.509612e-01
2.567430100000022e-03	6.056729e-02
2.567602900000045e-03	-3.152582e-01
2.567948500000091e-03	-1.046526e+00
2.568639700000183e-03	-2.425174e+00
2.570022100000365e-03	-4.840935e+00
2.572786900000731e-03	-8.365791e+00
2.577921344450807e-03	-1.115507e+01
2.583149006006100e-03	-1.050848e+01
2.590001353128491e-03	-7.124909e+00
2.599241811981591e-03	-1.838983e+00
2.600130000000000e-03	-1.317899e+00
2.600153000000000e-03	-1.304380e+00
2.600199000000000e-03	-1.261332e+00
2.600291000000000e-03	-1.154964e+00
2.600360000000000e-03	-1.063063e+00
2.600362000000000e-03	-1.060107e+00
2.600366000000000e-03	-1.053866e+00
2.600374000000000e-03	-1.039980e+00
2.600380000000000e-03	-1.028300e+00
2.600380600000000e-03	-1.026552e+00
2.600381800000000e-03	-1.023052e+00
2.600384199999999e-03	-1.016044e+00
2.600388999999999e-03	-1.002023e+00
2.600398599999999e-03	-9.739931e-01
2.600417799999999e-03	-9.180181e-01
2.600456199999998e-03	-8.064467e-01
2.600532999999996e-03	-5.848795e-01
2.600630000000000e-03	-3.080986e-01
2.600639700000000e-03	-2.806312e-01
2.600659100000001e-03	-2.257569e-01
2.600697900000002e-03	-1.163132e-01
2.600775500000005e-03	1.012751e-01
2.600930700000011e-03	5.311155e-01
2.601241100000022e-03	1.369076e+00
2.601861900000045e-03	2.956392e+00
2.603103500000092e-03	5.772482e+00
2.605586700000183e-03	1.001929e+01
2.610345021911064e-03	1.385931e+01
2.615268560978842e-03	1.356110e+01
2.621747005765693e-03	9.796190e+00
2.629674916560391e-03	3.892338e+00
2.633430000000000e-03	1.212258e+00
2.633460000000000e-03	1.191167e+00
2.633520000000000e-03	1.127063e+00
2.633640000000000e-03	9.684489e-01
2.633730000000000e-03	8.304395e-01
2.633732000000000e-03	8.270686e-01
2.633736000000000e-03	8.200544e-01
2.633744000000000e-03	8.045806e-01
2.633750000000000e-03	7.884382e-01
2.633750600000000e-03	7.866268e-01
2.633751800000000e-03	7.830015e-01
2.633754200000000e-03	7.757447e-01
2.633759000000000e-03	7.612289e-01
2.633768600000000e-03	7.322130e-01
2.633787799999999e-03	6.742701e-01
2.633826199999998e-03	5.587745e-01
2.633902999999997e-03	3.294010e-01
2.633930000000000e-03	2.492890e-01
2.633932700000001e-03	2.412960e-01
2.633938100000001e-03	2.253226e-01
2.633948900000002e-03	1.934150e-01
2.633970500000005e-03	1.297477e-01
2.634013700000010e-03	2.885643e-03
2.634100100000020e-03	-2.219095e-01
2.634272900000040e-03	-6.425243e-01
2.634618500000080e-03	-1.442540e+00
2.635309700000160e-03	-2.935760e+00
2.636692100000321e-03	-5.540719e+00
2.639456900000642e-03	-9.351623e+00
2.644986500001284e-03	-1.255367e+01
2.650562120081918e-03	-1.172597e+01
2.657767856002174e-03	-7.852541e+00
2.666614012096461e-03	-2.323393e+00
2.666800000000000e-03	-2.199516e+00
2.666818598790354e-03	-2.187124e+00
2.666855796371062e-03	-2.161695e+00
2.666930191532477e-03	-2.105434e+00
2.667030000000000e-03	-2.016952e+00
2.667032000000000e-03	-2.014888e+00
2.667036000000000e-03	-2.010429e+00
2.667044000000000e-03	-2.000104e+00
2.667044750000000e-03	-1.999024e+00
2.667046250000000e-03	-1.996808e+00
2.667049250000000e-03	-1.990591e+00
2.667050000000000e-03	-1.988787e+00
2.667050075000000e-03	-1.988601e+00
2.667050225000000e-03	-1.988230e+00
2.667050524999999e-03	-1.987489e+00
2.667051124999999e-03	-1.986008e+00
2.667052324999999e-03	-1.983047e+00
2.667054724999997e-03	-1.977121e+00
2.667059524999995e-03	-1.965261e+00
2.667069124999990e-03	-1.941528e+00
2.667088324999980e-03	-1.894080e+00
2.667126724999960e-03	-1.799415e+00
2.667203524999919e-03	-1.611147e+00
2.667300000000000e-03	-1.376752e+00
2.667309647500008e-03	-1.353459e+00
2.667328942500024e-03	-1.306951e+00
2.667367532500057e-03	-1.214324e+00
2.667444712500122e-03	-1.030363e+00
2.667599072500252e-03	-6.669718e-01
2.667907792500511e-03	4.200439e-02
2.668525232501030e-03	1.199311e+00
2.669760112502069e-03	3.125278e+00
2.672229872504147e-03	6.020216e+00
2.677169392508301e-03	9.023650e+00
2.682714835473238e-03	9.331964e+00
2.690155314719061e-03	7.122359e+00
2.698766698450121e-03	3.326814e+00
2.700100000000000e-03	2.670777e+00
2.700130000000000e-03	2.655825e+00
2.700190000000000e-03	2.623065e+00
2.700310000000000e-03	2.541790e+00
2.700400000000000e-03	2.466413e+00
2.700402000000000e-03	2.464478e+00
2.700406000000000e-03	2.460334e+00
2.700414000000000e-03	2.450596e+00
2.700420000000000e-03	2.438749e+00
2.700420600000000e-03	2.437367e+00
2.700421800000000e-03	2.434600e+00
2.700424200000000e-03	2.429060e+00
2.700428999999999e-03	2.417977e+00
2.700438599999999e-03	2.395827e+00
2.700457799999999e-03	2.351607e+00
2.700496199999998e-03	2.263526e+00
2.700572999999996e-03	2.088653e+00
2.700600000000000e-03	2.027586e+00
2.700602700000001e-03	2.021492e+00
2.700608100000001e-03	2.009307e+00
2.700618900000003e-03	1.984957e+00
2.700640500000006e-03	1.936335e+00
2.700683700000011e-03	1.839407e+00
2.700770100000022e-03	1.646818e+00
2.700942900000045e-03	1.266720e+00
2.701288500000091e-03	5.270269e-01
2.701979700000183e-03	-6.606390e-01
2.703362100000365e-03	-2.592403e+00
2.705963072995616e-03	-5.234156e+00
2.710387427510884e-03	-7.566884e+00
2.715798648251254e-03	-7.913619e+00
2.722793065425009e-03	-6.224339e+00
2.731180190510779e-03	-3.151857e+00
2.733470000000000e-03	-2.234730e+00
2.733493000000000e-03	-2.225357e+00
2.733539000000000e-03	-2.205286e+00
2.733631000000000e-03	-2.156306e+00
2.733700000000000e-03	-2.111158e+00
2.733702000000000e-03	-2.109603e+00
2.733706000000000e-03	-2.106163e+00
2.733714000000000e-03	-2.097875e+00
2.733714750000000e-03	-2.096986e+00
2.733716250000000e-03	-2.095151e+00
2.733719250000000e-03	-2.089698e+00
2.733720000000000e-03	-2.088084e+00
2.733720075000000e-03	-2.087918e+00
2.733720225000000e-03	-2.087585e+00
2.733720525000000e-03	-2.086920e+00
2.733721125000000e-03	-2.085592e+00
2.733722325000000e-03	-2.082936e+00
2.733724725000000e-03	-2.077620e+00
2.733729525000000e-03	-2.066981e+00
2.733739125000001e-03	-2.045687e+00
2.733758325000002e-03	-2.003114e+00
2.733796725000004e-03	-1.918175e+00
2.733873525000008e-03	-1.749281e+00
2.733970000000000e-03	-1.539064e+00
2.733979647499999e-03	-1.518178e+00
2.733998942499998e-03	-1.476481e+00
2.734037532499995e-03	-1.393455e+00
2.734114712499988e-03	-1.228608e+00
2.734269072499976e-03	-9.030989e-01
2.734577792499951e-03	-2.685044e-01
2.735195232499901e-03	7.475293e-01
2.736430112499802e-03	2.409295e+00
2.738654305672540e-03	4.653611e+00
2.742518872128322e-03	6.850219e+00
2.747675246138445e-03	7.446101e+00
2.754069756485104e-03	6.134511e+00
2.761922768683692e-03	3.430498e+00
2.766770000000000e-03	1.671339e+00
2.766800000000000e-03	1.660254e+00
2.766860000000000e-03	1.635196e+00
2.766980000000000e-03	1.569294e+00
2.767070000000000e-03	1.505438e+00
2.767072000000000e-03	1.503759e+00
2.767076000000000e-03	1.500127e+00
2.767084000000000e-03	1.491412e+00
2.767090000000000e-03	1.480334e+00
2.767090600000000e-03	1.479029e+00
2.767091800000000e-03	1.476416e+00
2.767094200000000e-03	1.471183e+00
2.767099000000000e-03	1.460716e+00
2.767108600000000e-03	1.439792e+00
2.767127799999999e-03	1.398020e+00
2.767166199999998e-03	1.314808e+00
2.767242999999997e-03	1.149763e+00
2.767270000000000e-03	1.092148e+00
2.767272700000001e-03	1.086400e+00
2.767278100000001e-03	1.074906e+00
2.767288900000002e-03	1.051934e+00
2.767310500000005e-03	1.006060e+00
2.767353700000010e-03	9.146176e-01
2.767440100000020e-03	7.330133e-01
2.767612900000040e-03	3.750207e-01
2.767958500000080e-03	-2.136993e-01
2.768649700000160e-03	-1.234106e+00
2.770032100000321e-03	-2.956704e+00
2.772796900000642e-03	-5.437229e+00
2.777252540575289e-03	-7.319137e+00
2.782542637577848e-03	-7.246033e+00
2.789008620578145e-03	-5.423314e+00
2.797328571148649e-03	-2.365534e+00
2.800140000000000e-03	-1.322252e+00
2.800163000000000e-03	-1.313707e+00
2.800209000000000e-03	-1.295271e+00
2.800301000000000e-03	-1.249564e+00
2.800370000000000e-03	-1.206888e+00
2.800372000000000e-03	-1.205405e+00
2.800376000000000e-03	-1.202109e+00
2.800384000000000e-03	-1.194109e+00
2.800384750000000e-03	-1.193247e+00
2.800386250000000e-03	-1.191466e+00
2.800389250000000e-03	-1.186122e+00
2.800390000000000e-03	-1.184535e+00
2.800390075000000e-03	-1.184371e+00
2.800390225000000e-03	-1.184044e+00
2.800390524999999e-03	-1.183390e+00
2.800391124999999e-03	-1.182083e+00
2.800392324999999e-03	-1.179471e+00
2.800394724999997e-03	-1.174243e+00
2.800399524999995e-03	-1.163779e+00
2.800409124999990e-03	-1.142836e+00
2.800428324999980e-03	-1.100960e+00
2.800466724999960e-03	-1.017418e+00
2.800543524999919e-03	-8.513314e-01
2.800640000000000e-03	-6.446781e-01
2.800649647500008e-03	-6.241514e-01
2.800668942500024e-03	-5.831728e-01
2.800707532500057e-03	-5.015883e-01
2.800784712500122e-03	-3.396801e-01
2.800939072500252e-03	-2.025625e-02
2.801247792500511e-03	5.061295e-01
2.801865232501030e-03	1.424060e+00
2.803100112502069e-03	2.995943e+00
2.805569872504147e-03	5.340521e+00
2.810127625539377e-03	7.475641e+00
2.815221354864900e-03	7.500907e+00
2.821642712517093e-03	5.684579e+00
2.829745733103820e-03	2.576877e+00
2.833440000000000e-03	1.165247e+00
2.833470000000000e-03	1.153817e+00
2.833530000000000e-03	1.128054e+00
2.833650000000000e-03	1.060767e+00
2.833740000000000e-03	9.959024e-01
2.833742000000000e-03	9.942008e-01
2.833746000000000e-03	9.905243e-01
2.833754000000000e-03	9.817220e-01
2.833760000000000e-03	9.705791e-01
2.833760600000000e-03	9.692674e-01
2.833761800000000e-03	9.666415e-01
2.833764200000000e-03	9.613832e-01
2.833768999999999e-03	9.508633e-01
2.833778599999999e-03	9.298335e-01
2.833797799999999e-03	8.878391e-01
2.833836199999998e-03	8.041453e-01
2.833912999999997e-03	6.379937e-01
2.833940000000000e-03	5.799871e-01
2.833942700000001e-03	5.742009e-01
2.833948100000001e-03	5.626395e-01
2.833958900000003e-03	5.395427e-01
2.833980500000006e-03	4.934459e-01
2.834023700000011e-03	4.016208e-01
2.834110100000023e-03	2.191975e-01
2.834282900000045e-03	-1.408346e-01
2.834628500000091e-03	-8.411052e-01
2.835319700000183e-03	-2.160021e+00
2.836702100000365e-03	-4.466001e+00
2.839466900000731e-03	-7.807281e+00
2.844043912891998e-03	-1.025686e+01
2.849065841257232e-03	-9.843164e+00
2.855551928623377e-03	-6.924868e+00
2.864576693939827e-03	-2.057847e+00
2.866810000000000e-03	-8.814082e-01
2.866833000000000e-03	-8.693542e-01
2.866879000000000e-03	-8.292568e-01
2.866971000000000e-03	-7.288039e-01
2.867040000000000e-03	-6.413403e-01
2.867042000000000e-03	-6.385131e-01
2.867046000000000e-03	-6.325297e-01
2.867054000000000e-03	-6.191578e-01
2.867060000000000e-03	-6.078658e-01
2.867060600000000e-03	-6.061565e-01
2.867061800000000e-03	-6.027342e-01
2.867064200000000e-03	-5.958812e-01
2.867068999999999e-03	-5.821710e-01
2.867078599999999e-03	-5.547604e-01
2.867097799999999e-03	-5.000144e-01
2.867136199999998e-03	-3.908654e-01
2.867212999999996e-03	-1.740032e-01
2.867310000000000e-03	9.709885e-02
2.867319700000000e-03	1.240155e-01
2.867339100000001e-03	1.777522e-01
2.867377900000002e-03	2.847465e-01
2.867455500000005e-03	4.727822e-01
2.867610700000011e-03	8.234677e-01
2.867921100000022e-03	1.490644e+00
2.868541900000045e-03	2.739702e+00
2.869783500000092e-03	4.941341e+00
2.872266700000183e-03	8.236797e+00
2.877233100000367e-03	1.124089e+01
2.882316797816086e-03	1.083561e+01
2.889013934365542e-03	7.653017e+00
2.897227364133450e-03	2.826217e+00
2.900110000000000e-03	1.177299e+00
2.900140000000000e-03	1.160293e+00
2.900200000000000e-03	1.123407e+00
2.900320000000000e-03	1.034013e+00
2.900410000000000e-03	9.526942e-01
2.900412000000000e-03	9.506282e-01
2.900416000000000e-03	9.462229e-01
2.900424000000000e-03	9.359638e-01
2.900430000000000e-03	9.237290e-01
2.900430600000000e-03	9.223082e-01
2.900431800000000e-03	9.194641e-01
2.900434200000000e-03	9.137691e-01
2.900439000000000e-03	9.023762e-01
2.900448600000000e-03	8.796014e-01
2.900467799999999e-03	8.341206e-01
2.900506199999999e-03	7.434688e-01
2.900582999999997e-03	5.634604e-01
2.900610000000000e-03	5.006011e-01
2.900612700000001e-03	4.943302e-01
2.900618100000001e-03	4.817996e-01
2.900628900000002e-03	4.567665e-01
2.900650500000005e-03	4.068054e-01
2.900693700000010e-03	3.072261e-01
2.900780100000020e-03	1.094102e-01
2.900952900000040e-03	-2.807930e-01
2.901298500000080e-03	-1.039189e+00
2.901989700000160e-03	-2.257617e+00
2.903372100000321e-03	-4.227368e+00
2.905474503210886e-03	-6.441821e+00
2.909679309632018e-03	-8.812901e+00
2.915016793558047e-03	-9.075171e+00
2.921923262535238e-03	-6.978926e+00
2.930335873837278e-03	-3.239964e+00
2.933480000000000e-03	-1.770025e+00
2.933503000000000e-03	-1.759139e+00
2.933549000000000e-03	-1.736036e+00
2.933641000000000e-03	-1.681013e+00
2.933710000000000e-03	-1.631360e+00
2.933712000000000e-03	-1.629675e+00
2.933716000000000e-03	-1.625974e+00
2.933724000000000e-03	-1.617165e+00
2.933724750000000e-03	-1.616228e+00
2.933726250000000e-03	-1.614295e+00
2.933729250000000e-03	-1.608648e+00
2.933730000000000e-03	-1.606985e+00
2.933730075000000e-03	-1.606814e+00
2.933730225000000e-03	-1.606471e+00
2.933730524999999e-03	-1.605787e+00
2.933731124999999e-03	-1.604420e+00
2.933732324999999e-03	-1.601686e+00
2.933734724999997e-03	-1.596215e+00
2.933739524999995e-03	-1.585264e+00
2.933749124999990e-03	-1.563349e+00
2.933768324999980e-03	-1.519532e+00
2.933806724999960e-03	-1.432111e+00
2.933883524999919e-03	-1.258273e+00
2.933980000000000e-03	-1.041894e+00
2.933989647500008e-03	-1.020395e+00
2.934008942500024e-03	-9.774732e-01
2.934047532500057e-03	-8.920028e-01
2.934124712500122e-03	-7.223074e-01
2.934279072500252e-03	-3.872329e-01
2.934587792500511e-03	2.659776e-01
2.935205232501030e-03	1.317584e+00
2.936440112502069e-03	3.044270e+00
2.938576685568809e-03	5.298217e+00
2.942849831702289e-03	7.782034e+00
2.948019870392448e-03	8.250440e+00
2.954770104451482e-03	6.584404e+00
2.962861693295358e-03	3.407698e+00
2.966780000000000e-03	1.777490e+00
2.966810000000000e-03	1.764796e+00
2.966870000000000e-03	1.736526e+00
2.966990000000000e-03	1.664219e+00
2.967080000000000e-03	1.595572e+00
2.967082000000000e-03	1.593786e+00
2.967086000000000e-03	1.589941e+00
2.967094000000000e-03	1.580802e+00
2.967100000000000e-03	1.569405e+00
2.967100600000000e-03	1.568068e+00
2.967101800000000e-03	1.565391e+00
2.967104200000000e-03	1.560031e+00
2.967108999999999e-03	1.549308e+00
2.967118599999999e-03	1.527875e+00
2.967137799999999e-03	1.485086e+00
2.967176199999998e-03	1.399849e+00
2.967252999999997e-03	1.230790e+00
2.967280000000000e-03	1.171716e+00
2.967282700000001e-03	1.165821e+00
2.967288100000001e-03	1.154039e+00
2.967298900000003e-03	1.130485e+00
2.967320500000006e-03	1.083413e+00
2.967363700000011e-03	9.894636e-01
2.967450100000023e-03	8.025525e-01
2.967622900000045e-03	4.335214e-01
2.967968500000091e-03	-2.841825e-01
2.968659700000183e-03	-1.636328e+00
2.970042100000365e-03	-4.006213e+00
2.972806900000731e-03	-7.474571e+00
2.977271424129211e-03	-9.066900e+00
2.981921363263882e-03	-8.129497e+00
2.987962933851862e-03	-5.546288e+00
2.995979544938733e-03	-2.047765e+00
3.000150000000000e-03	-5.023508e-01
3.000173000000000e-03	-4.943696e-01
3.000219000000000e-03	-4.770353e-01
3.000311000000000e-03	-4.335375e-01
3.000380000000000e-03	-3.925379e-01
3.000382000000000e-03	-3.911037e-01
3.000386000000000e-03	-3.879055e-01
3.000394000000000e-03	-3.801009e-01
3.000400000000000e-03	-3.729822e-01
3.000400600000000e-03	-3.716902e-01
3.000401800000000e-03	-3.691024e-01
3.000404200000000e-03	-3.639181e-01
3.000408999999999e-03	-3.535430e-01
3.000418599999999e-03	-3.327972e-01
3.000437799999999e-03	-2.913601e-01
3.000476199999998e-03	-2.087484e-01
3.000552999999997e-03	-4.463907e-02
3.000650000000000e-03	1.604500e-01
3.000659700000000e-03	1.808065e-01
3.000679100000001e-03	2.214396e-01
3.000717900000002e-03	3.023061e-01
3.000795500000005e-03	4.384186e-01
3.000950700000011e-03	6.865893e-01
3.001261100000022e-03	1.154125e+00
3.001881900000045e-03	2.025991e+00
3.003123500000092e-03	3.561103e+00
3.005606700000183e-03	5.863067e+00
3.010573100000367e-03	7.999653e+00
3.015888152534564e-03	7.758197e+00
3.022697248011708e-03	5.551569e+00
3.031188169635169e-03	2.098254e+00
3.033450000000000e-03	1.170493e+00
3.033480000000000e-03	1.158186e+00
3.033540000000000e-03	1.130672e+00
3.033660000000000e-03	1.059893e+00
3.033750000000000e-03	9.924201e-01
3.033752000000000e-03	9.906607e-01
3.033756000000000e-03	9.868685e-01
3.033764000000000e-03	9.778348e-01
3.033770000000000e-03	9.665185e-01
3.033770600000000e-03	9.651895e-01
3.033771800000000e-03	9.625289e-01
3.033774200000000e-03	9.572012e-01
3.033779000000000e-03	9.465443e-01
3.033788600000000e-03	9.252479e-01
3.033807799999999e-03	8.827506e-01
3.033846199999999e-03	7.981713e-01
3.033922999999997e-03	6.303213e-01
3.033950000000000e-03	5.716560e-01
3.033952700000001e-03	5.658012e-01
3.033958100000001e-03	5.540993e-01
3.033968900000002e-03	5.307034e-01
3.033990500000005e-03	4.839422e-01
3.034033700000010e-03	3.906116e-01
3.034120100000020e-03	2.049526e-01
3.034292900000040e-03	-1.615016e-01
3.034638500000080e-03	-8.738473e-01
3.035329700000161e-03	-2.214287e+00
3.036712100000321e-03	-4.556786e+00
3.039476900000642e-03	-7.955922e+00
3.044221837043770e-03	-1.050587e+01
3.049301265337161e-03	-1.001996e+01
3.055888241910184e-03	-5.707743e+00
3.063561148890282e-03	-7.290052e-01
3.066820000000000e-03	9.347869e-01
3.066843000000000e-03	9.334230e-01
3.066889000000000e-03	9.305990e-01
3.066981000000000e-03	9.260101e-01
3.067050000000000e-03	9.242256e-01
3.067052000000000e-03	9.242060e-01
3.067056000000000e-03	9.242062e-01
3.067064000000000e-03	9.246335e-01
3.067070000000000e-03	9.306446e-01
3.067070600000000e-03	9.314900e-01
3.067071800000000e-03	9.331825e-01
3.067074200000000e-03	9.365714e-01
3.067079000000000e-03	9.433699e-01
3.067088600000000e-03	9.570560e-01
3.067107799999999e-03	9.847502e-01
3.067146199999999e-03	1.041470e+00
3.067222999999997e-03	1.160284e+00
3.067320000000000e-03	1.320396e+00
3.067329700000000e-03	1.336955e+00
3.067349100000001e-03	1.370023e+00
3.067387900000002e-03	1.435942e+00
3.067465500000005e-03	1.566875e+00
3.067620700000010e-03	1.825080e+00
3.067931100000020e-03	2.326821e+00
3.068551900000040e-03	3.271720e+00
3.069793500000080e-03	4.930617e+00
3.072276700000161e-03	7.382135e+00
3.077243100000323e-03	9.497487e+00
3.082668780321358e-03	8.899898e+00
3.089656861997933e-03	6.000936e+00
3.098384179039850e-03	1.775433e+00
3.100120000000000e-03	9.417812e-01
3.100150000000000e-03	9.274192e-01
3.100210000000000e-03	8.957966e-01
3.100330000000000e-03	8.168527e-01
3.100420000000000e-03	7.433075e-01
3.100422000000000e-03	7.414137e-01
3.100426000000000e-03	7.373526e-01
3.100434000000000e-03	7.277817e-01
3.100440000000000e-03	7.160633e-01
3.100440600000000e-03	7.146941e-01
3.100441800000000e-03	7.119533e-01
3.100444200000000e-03	7.064649e-01
3.100448999999999e-03	6.954864e-01
3.100458599999999e-03	6.735448e-01
3.100477799999999e-03	6.297483e-01
3.100516199999998e-03	5.425364e-01
3.100592999999997e-03	3.694408e-01
3.100620000000000e-03	3.090116e-01
3.100622700000001e-03	3.029826e-01
3.100628100000001e-03	2.909263e-01
3.100638900000003e-03	2.668258e-01
3.100660500000006e-03	2.186846e-01
